time,open,high,low,close,Volume,Volume MA
2018-08-10T11:00:00+07:00,360.0117,361.8,357.611,360.7355,28486.96887,40687.717144300004
2018-08-10T15:00:00+07:00,360.8539,361.4596,355.7015,356.8547,36411.307049,41469.0502857
2018-08-10T19:00:00+07:00,356.9187,363.3129,356.1537,360.33,31934.659532,41875.7303535
2018-08-10T23:00:00+07:00,360.33,360.71,354.5238,355.6927,28380.860641,41744.5426633
2018-08-11T03:00:00+07:00,355.56,355.7433,324.2902,331.6799,84668.303468,44840.5707831
2018-08-11T07:00:00+07:00,331.6798,332.865,316.9544,319.2312,52269.013124,45753.40395480001
2018-08-11T11:00:00+07:00,319.2313,321.5053,311.5562,315.48,55668.500316,43683.98980670001
2018-08-11T15:00:00+07:00,315.5,319.0563,312.2561,314.3781,34236.264568,42853.640909300004
2018-08-11T19:00:00+07:00,314.48,314.58,303.5623,308.9507,67638.122938,43403.82056475001
2018-08-11T23:00:00+07:00,308.9507,327.6678,304.5978,322.1516,73936.260913,44580.73227970001
2018-08-12T03:00:00+07:00,322.2363,330,316.912,317.7618,32323.813056,43643.683568700006
2018-08-12T07:00:00+07:00,317.7718,323.5563,313.0168,322.0873,40270.827538,41837.054347850004
2018-08-12T11:00:00+07:00,322.0873,327,320.6092,325.3654,30658.894419,41690.847932950004
2018-08-12T15:00:00+07:00,325.3329,325.6192,318.7491,321.9883,25347.831819,41328.932917800004
2018-08-12T19:00:00+07:00,322.247,323.9343,315.8236,321.74,39038.730637,41856.93003575001
2018-08-12T23:00:00+07:00,321.71,325.8,316.3851,320.1963,41212.478995,42623.98599205001
2018-08-13T03:00:00+07:00,320.1079,321.7633,316.8,318.1582,23557.79292,41286.351489850014
2018-08-13T07:00:00+07:00,318.0612,320.3903,318.0027,319.5243,23923.335045,41431.59567375001
2018-08-13T11:00:00+07:00,319.6932,320.9199,313.5185,317.6987,42693.970576,41486.14717770001
2018-08-13T15:00:00+07:00,317.7432,321.7104,317.0189,318.8144,28157.33512,41040.76357720001
2018-08-13T19:00:00+07:00,318.5702,319.91,296,300.5951,58508.420757,42541.83617155001
2018-08-13T23:00:00+07:00,300.5546,303.0215,283.6136,288.9074,96613.908511,45551.96624465
2018-08-14T03:00:00+07:00,288.8315,289.9608,280.4768,283.7899,40053.310056,45957.898770850006
2018-08-14T07:00:00+07:00,283.753,283.9371,250.3136,267.1105,160461.216915,52561.91658455001
2018-08-14T11:00:00+07:00,267.1105,271.6205,261.1844,269.1465,73985.565371,52027.779679700005
2018-08-14T15:00:00+07:00,269.2335,269.329,258.96,260.964,117417.737809,55285.21591395
2018-08-14T19:00:00+07:00,260.9658,267.3935,252.152,260,191153.318407,62059.456818499995
2018-08-14T23:00:00+07:00,259.948,263.2,253,260.8455,76384.462231,64166.86670164999
2018-08-15T03:00:00+07:00,260.8455,280.58,257.9278,278.4695,59699.938142,63769.95746185
2018-08-15T07:00:00+07:00,278.4695,290.9375,277.1018,285.5541,82279.05689,64187.0972607
2018-08-15T11:00:00+07:00,285.5549,288,278.2296,283.8253,56938.214453,65417.81733055001
2018-08-15T15:00:00+07:00,283.8253,288.1386,279.2112,283.5973,57636.931459,66286.12252660001
2018-08-15T19:00:00+07:00,283.6172,295.47,281.6916,293.3471,60189.42119,67762.64886515001
2018-08-15T23:00:00+07:00,293.3471,304,287.0994,288.144,94078.652351,71199.18989175002
2018-08-16T03:00:00+07:00,288.0001,292.0157,277.0876,281.3603,71607.168343,72827.61177705003
2018-08-16T07:00:00+07:00,281.3603,285.8406,277.8714,281.81,52466.917759,73390.33371525003
2018-08-16T11:00:00+07:00,281.81,292.6149,281.3288,289.0377,45796.159599,74502.25204920003
2018-08-16T15:00:00+07:00,289.3129,298.7253,288.3946,295.2909,61426.703895,76377.42049170003
2018-08-16T19:00:00+07:00,295.3532,298.455,285.1,291.5193,71206.299466,77803.03693620002
2018-08-16T23:00:00+07:00,291.5417,293.9724,288.8227,291.1482,41767.0695,78483.52365520003
2018-08-17T03:00:00+07:00,291.0903,291.7503,281.1237,286.7622,44912.903977,77803.74781620002
2018-08-17T07:00:00+07:00,286.7295,301,285,297.09,54351.099711,75690.60737620002
2018-08-17T11:00:00+07:00,297.0674,303,295.5516,301.5,60785.564461,76727.22009645002
2018-08-17T15:00:00+07:00,301.3898,304.7,296.2191,298.7491,52461.400637,71327.22928255002
2018-08-17T19:00:00+07:00,298.7541,301.2,291.9485,295.6499,162740.325183,75764.96727315002
2018-08-17T23:00:00+07:00,295.6499,308.0324,295.6499,301.9271,59781.467649,72883.15376515003
2018-08-18T03:00:00+07:00,301.9068,318.3989,299.5361,317.5105,57824.554215,66216.71555555002
2018-08-18T07:00:00+07:00,317.5105,321,306.2466,312.4994,61148.090324,65454.89696020002
2018-08-18T11:00:00+07:00,312.5541,313.4462,302.8769,306.0001,40265.103501,64483.15522815002
2018-08-18T15:00:00+07:00,306,312.9699,305.7674,310.7297,26995.690313,61718.98689930003
2018-08-18T19:00:00+07:00,310.7297,311.6908,284,290.4799,75144.762277,62629.31429050001
2018-08-18T23:00:00+07:00,290.2682,290.9154,282.3588,290.2817,45164.980594,62005.716747250015
2018-08-19T03:00:00+07:00,290.3622,300.475,284.9275,294,38151.011488,60903.79626215001
2018-08-19T07:00:00+07:00,293.9967,295.9,288.6666,290.7909,30519.690763,57725.84818275001
2018-08-19T11:00:00+07:00,290.832,297.7792,288.7512,292.8491,33738.34866,55832.40719859999
2018-08-19T15:00:00+07:00,292.8491,303.4371,292.7291,302.0011,34887.343113,54953.42846629999
2018-08-19T19:00:00+07:00,302.0304,306.5729,296.5158,300.4671,46460.650678,54986.65302024999
2018-08-19T23:00:00+07:00,300.5314,303.0138,292,295.9286,34205.371116,53625.58638129999
2018-08-20T03:00:00+07:00,295.8509,303.4,294.4036,299.2174,40432.333747,52086.88809534999
2018-08-20T07:00:00+07:00,299.2755,303.9,299.0146,300.0969,28697.501886,51433.40971465
2018-08-20T11:00:00+07:00,300.0332,300.5325,295.1,296.6316,28471.001576,50611.31459459999
2018-08-20T15:00:00+07:00,296.6674,296.8305,286.4198,290.7898,52849.53692,50536.23645504999
2018-08-20T19:00:00+07:00,290.723,292.6226,282.1,286.2806,53361.740235,50165.04524374999
2018-08-20T23:00:00+07:00,286.273,292,285,285.4712,33504.65864,49217.208143899996
2018-08-21T03:00:00+07:00,285.4877,286.5479,269.6534,270.5911,74473.686487,44803.876209099995
2018-08-21T07:00:00+07:00,270.5051,276.8187,269.6023,276.35,35751.177532,43602.36170325
2018-08-21T11:00:00+07:00,276.3276,280.485,274.1,279.1643,35451.922317,42483.73010835
2018-08-21T15:00:00+07:00,279.1025,285.9999,279.1025,280.8658,43279.345685,41590.292876399995
2018-08-21T19:00:00+07:00,280.9229,282,272.5,275.4339,59011.090438,42527.59222325
2018-08-21T23:00:00+07:00,275.4748,278.3849,271,277.1851,42520.33811,43303.8246131
2018-08-22T03:00:00+07:00,276.9974,281.98,275.1254,281.1212,24462.061572,40769.689577850004
2018-08-22T07:00:00+07:00,281.1658,298.9,277.1371,291.4192,87046.562793,42863.7686878
2018-08-22T11:00:00+07:00,291.3196,292.4747,282.1939,282.9479,36751.154612,42793.775844
2018-08-22T15:00:00+07:00,283.0603,286.1417,281.3202,285.0073,34802.229121,43007.9027619
2018-08-22T19:00:00+07:00,285.134,285.7523,275.439,275.9403,25500.813003,42596.02597905
2018-08-22T23:00:00+07:00,275.9403,277.548,269.6733,272.1,50538.375484,43378.57759759999
2018-08-23T03:00:00+07:00,272.0776,272.6732,259.5,270.593,88786.514065,45494.87076695
2018-08-23T07:00:00+07:00,270.6233,275.5936,268.9808,271.6765,42547.876939,45911.9960581
2018-08-23T11:00:00+07:00,271.6773,274.2585,269.3492,273.4,41888.483742,45984.80355785
2018-08-23T15:00:00+07:00,273.4,274.5517,268.1642,268.8533,33170.782984,46208.46761275
2018-08-23T19:00:00+07:00,268.8205,275,268.5171,271.9156,36740.901065,46621.962587199996
2018-08-23T23:00:00+07:00,271.8384,279.98,270.1,273.4378,47228.26721,46340.89910169999
2018-08-24T03:00:00+07:00,273.435,278.1174,271.3,276.1849,29091.51344,45127.38776194999
2018-08-24T07:00:00+07:00,276.247,276.7873,272.9303,274.1717,27716.503072,44837.97998354999
2018-08-24T11:00:00+07:00,274.1717,277,273.2373,276.106,35220.361634,42875.31374089999
2018-08-24T15:00:00+07:00,276.1377,278.5752,274.2187,276.0785,39652.529811,43070.38135484999
2018-08-24T19:00:00+07:00,275.9078,277.2955,270.0123,271.9955,47214.759292,43658.52320359999
2018-08-24T23:00:00+07:00,271.9955,282.1,271.9013,279.612,65550.040841,44772.057961399994
2018-08-25T03:00:00+07:00,279.4142,283,279.0697,280.7673,36877.737192,43665.39029909999
2018-08-25T07:00:00+07:00,280.7431,282.8,279.3257,279.5235,39361.895114,43507.46814929999
2018-08-25T11:00:00+07:00,279.6578,280.1205,275.9434,276.5718,43892.49169,44478.98965519999
2018-08-25T15:00:00+07:00,276.6417,279.6,276.4977,278.4836,27677.773419,41510.55018649999
2018-08-25T19:00:00+07:00,278.507,280.4721,277.1001,279.8725,36803.869628,41513.18593729999
2018-08-25T23:00:00+07:00,279.8959,280.6879,278.3002,279.0838,32306.85984,41388.41747324999
2018-08-26T03:00:00+07:00,279.02,280.5576,276.9973,277.55,31826.747201,41704.71418314999
2018-08-26T07:00:00+07:00,277.7,277.9423,270.3,271.5375,55172.483716,41936.41959474999
2018-08-26T11:00:00+07:00,271.5132,272.88,269.1787,272.456,30466.10359,39020.399070999985
2018-08-26T15:00:00+07:00,272.456,275.522,271.2365,274.6689,27270.342096,38256.522328849984
2018-08-26T19:00:00+07:00,274.6354,276.2036,273.3,273.7251,25596.786589,37441.93747119999
2018-08-26T23:00:00+07:00,273.7456,274.7855,271.3834,273.5537,19499.780561,36758.38735004999
2018-08-27T03:00:00+07:00,273.5727,275.0468,272,274.4141,14527.817849,35647.733189249986
2018-08-27T07:00:00+07:00,274.4141,274.5813,271.8071,272.3201,20716.844197,34322.16203859999
2018-08-27T11:00:00+07:00,272.2909,279.5,272.0655,276.7599,50858.111872,35410.49196019999
2018-08-27T15:00:00+07:00,276.7535,277.2988,275.1808,276.2259,27164.554987,35382.89455594999
2018-08-27T19:00:00+07:00,276.2258,278.89,274.1,277.1642,35879.355258,35415.84423714999
2018-08-27T23:00:00+07:00,277.1394,278.6833,276.317,277.73,21764.865529,34521.46102304999
2018-08-28T03:00:00+07:00,277.8085,288,276.0257,287.6181,45142.015336,34417.82382524999
2018-08-28T07:00:00+07:00,287.6181,287.7208,282.6207,283.4801,36002.242165,32940.43389144998
2018-08-28T11:00:00+07:00,283.4801,285.9342,283.4134,285.403,30006.572685,32596.875666099986
2018-08-28T15:00:00+07:00,285.33,288.775,283.8779,287.8979,39790.60671,32618.311245899986
2018-08-28T19:00:00+07:00,287.9352,292.1963,286.1,288.5313,30900.507734,31968.71204809998
2018-08-28T23:00:00+07:00,288.5204,294.7524,287,293.1244,24862.956679,31827.971211099986
2018-08-29T03:00:00+07:00,293.1289,298.0573,292.6,295.4465,29521.301618,31463.84281059999
2018-08-29T07:00:00+07:00,295.4465,298.8662,290.0647,291.659,44474.552991,32072.227468149988
2018-08-29T11:00:00+07:00,291.7707,293.2579,290.4225,292.4711,27422.543524,31852.017284299985
2018-08-29T15:00:00+07:00,292.4421,296.3327,291.18,294.7444,28856.276788,30536.206937899988
2018-08-29T19:00:00+07:00,294.7445,296.6938,284.5783,286.8217,46933.530215,31359.57826914999
2018-08-29T23:00:00+07:00,286.89,290.0506,284.3001,288.1807,44222.101623,32207.166245499993
2018-08-30T03:00:00+07:00,288.1807,292.2828,287.3552,288.7216,21409.29636,31997.79173404999
2018-08-30T07:00:00+07:00,288.5485,290.89,284.4058,287.1854,32657.632832,32655.684347599996
2018-08-30T11:00:00+07:00,287.0251,287.466,282,283.3318,51923.275618,34525.457236049995
2018-08-30T15:00:00+07:00,283.3548,283.8999,275.9551,277.0311,46024.403625,35790.83520744999
2018-08-30T19:00:00+07:00,277.0546,280,274.8,278.5609,33060.219655,34900.94059659999
2018-08-30T23:00:00+07:00,278.6198,279.38,272.2172,275.2912,27086.321127,34897.028903599996
2018-08-31T03:00:00+07:00,275.3183,286.5,274.4,283.7691,53736.798928,35789.9010871
2018-08-31T07:00:00+07:00,283.789,284.1625,278.4,281.0662,22379.418633,35820.6287423
2018-08-31T11:00:00+07:00,281.1154,282.9,278.7067,278.9,30898.505009,35108.45322595
2018-08-31T15:00:00+07:00,278.9272,281.66,278.64,280.9787,30429.617685,34829.82200195
2018-08-31T19:00:00+07:00,280.9416,281.3091,276.6837,278.2436,36558.693813,35157.42805835
2018-08-31T23:00:00+07:00,278.2436,284.756,277.8441,283.7455,39550.254741,35145.4104599
2018-09-01T03:00:00+07:00,283.7455,285.3652,281.376,281.4,17756.547844,34488.21246540001
2018-09-01T07:00:00+07:00,281.4059,289.3688,281.3356,288.6241,44518.329322,35470.98109755
2018-09-01T11:00:00+07:00,288.5816,289.3415,284.4,286.3372,36175.945117,35803.713272500005
2018-09-01T15:00:00+07:00,286.3305,289.6156,286.2283,286.42,23248.360926,34742.40366925001
2018-09-01T19:00:00+07:00,286.4201,298.5774,284,296.3154,118606.988269,39301.625906500005
2018-09-01T23:00:00+07:00,296.2695,302,295.0865,301.3031,61339.706217,40925.79737795
2018-09-02T03:00:00+07:00,301.2431,301.7579,294.71,295.6875,75956.145035,42376.92811895
2018-09-02T07:00:00+07:00,295.6874,298.3766,290.3792,296.6511,44211.859416,42376.4160086
2018-09-02T11:00:00+07:00,296.651,298.7302,295.7906,296.8941,31671.354934,42889.518937299996
2018-09-02T15:00:00+07:00,296.8941,299.6,290,290.7509,51145.240023,43813.899296849995
2018-09-02T19:00:00+07:00,290.7776,293.6,289,291.6234,37021.921508,43068.83159135
2018-09-02T23:00:00+07:00,291.6668,296.9,290.5666,294.3227,32231.562316,42379.189525899994
2018-09-03T03:00:00+07:00,294.3927,296.0871,292.1444,295.5534,20196.00488,41735.978787149994
2018-09-03T07:00:00+07:00,295.5114,296.5215,291.3549,292.4961,37972.398752,42280.28266839999
2018-09-03T11:00:00+07:00,292.5,292.6885,288,289.6867,42745.480211,41730.71673254999
2018-09-03T15:00:00+07:00,289.6867,290.304,286.0329,286.7738,34898.156294,42356.653615599986
2018-09-03T19:00:00+07:00,286.8502,290.8,286.4,289.7539,36415.260656,42632.49139794999
2018-09-03T23:00:00+07:00,289.6602,293.1,287.3498,292.6147,39061.226702,43064.07184879999
2018-09-04T03:00:00+07:00,292.6194,292.6498,288.3046,289.0493,27954.775741,42633.875945199994
2018-09-04T07:00:00+07:00,289.0275,291.6368,288.09,288.6708,24950.873633,41903.90688979999
2018-09-04T11:00:00+07:00,288.7634,288.7963,283,287.5445,49344.551218,43483.30705849999
2018-09-04T15:00:00+07:00,287.5445,289.282,285.6792,288.9133,32876.845916,42901.232888199986
2018-09-04T19:00:00+07:00,288.8784,292.876,287.9082,289.5324,63303.529297,44257.612097199984
2018-09-04T23:00:00+07:00,289.6288,289.9988,283.1,284.1,35211.61016,44855.77455889998
2018-09-05T03:00:00+07:00,283.9762,287.1532,283.3,285.5127,20494.866223,39950.16845659998
2018-09-05T07:00:00+07:00,285.5127,287.7,284,284.7948,33105.157503,38538.44102089998
2018-09-05T11:00:00+07:00,284.7292,285.3421,283.4495,283.704,31927.261039,36336.99682109999
2018-09-05T15:00:00+07:00,283.704,284.6706,251,257.2861,212973.882585,44775.09797954999
2018-09-05T19:00:00+07:00,257.2861,262.2,253.6589,256.0639,132225.998794,49802.83017254999
2018-09-05T23:00:00+07:00,256.0241,257.0528,239.0925,243.3364,137335.39008,54112.337675399984
2018-09-06T03:00:00+07:00,243.2105,246.7137,226.6,228.8,93317.464793,56927.11483964998
2018-09-06T07:00:00+07:00,228.8,233.1599,210.1001,227.8135,234567.571985,67043.91532309998
2018-09-06T11:00:00+07:00,227.8034,229.5,222.1812,227.5611,122858.248856,72177.02752189999
2018-09-06T15:00:00+07:00,227.5406,229.38,222.02,225.8,89606.436843,74758.72942644998
2018-09-06T19:00:00+07:00,225.8031,232.1534,223.0745,226.66,96100.953346,77426.50308319999
2018-09-06T23:00:00+07:00,226.6919,228,220.1,225.9864,60406.738986,78701.93221779997
2018-09-07T03:00:00+07:00,225.9692,231.35,224.0325,229.5557,37596.021756,78760.97027279998
2018-09-07T07:00:00+07:00,229.5557,234.5944,227,230.2,59552.501856,79785.53403049997
2018-09-07T11:00:00+07:00,230.3205,231.6101,224.6994,225.7092,71783.970187,81976.99375279997
2018-09-07T15:00:00+07:00,225.6979,225.8852,213.05,218.2602,126107.684253,87034.83428379997
2018-09-07T19:00:00+07:00,218.2384,223.9999,214.5695,216.0397,86702.8096,88902.74720289998
2018-09-07T23:00:00+07:00,216.063,221.1888,215.3846,216.6412,81290.767161,91323.44326514998
2018-09-08T03:00:00+07:00,216.64,218.6882,214.3399,215.3608,33884.278421,89852.48072134997
2018-09-08T07:00:00+07:00,215.3609,220,215.3609,217.1602,52430.410149,90713.42072079999
2018-09-08T11:00:00+07:00,217.1727,217.5808,214.4078,217.3286,40241.274013,91700.74111029999
2018-09-08T15:00:00+07:00,217.3529,219.7333,216.8282,217.8811,37225.98902,91906.78268614999
2018-09-08T19:00:00+07:00,217.8444,217.93,215.2005,216.3541,32628.409698,91941.84011909999
2018-09-08T23:00:00+07:00,216.35,216.6347,198.0242,199.9056,138629.132633,88224.60262149999
2018-09-09T03:00:00+07:00,199.9056,200.0016,189.77,196.8129,114945.753729,87360.59036824998
2018-09-09T07:00:00+07:00,196.8129,197.3588,184.7084,189.3867,147291.937419,87858.41773519998
2018-09-09T11:00:00+07:00,189.3867,191.5858,188.0838,190.0391,55229.088557,85953.99892339998
2018-09-09T15:00:00+07:00,190.1576,207.35,190,202.0263,131092.596018,80780.25012504999
2018-09-09T19:00:00+07:00,202.1,208.5566,200.5871,201.5575,119039.806427,80589.32800359999
2018-09-09T23:00:00+07:00,201.5575,202.97,196.0487,202.0026,72567.80827,79737.39657494999
2018-09-10T03:00:00+07:00,202.0519,202.7927,192.0343,195.9916,97277.778962,79796.23785574999
2018-09-10T07:00:00+07:00,196.0764,203.8395,195.9916,199.3068,93726.881906,81462.24500174998
2018-09-10T11:00:00+07:00,199.3832,200.5012,196.3,198.8811,64617.711016,82813.32946474999
2018-09-10T15:00:00+07:00,198.8798,199.152,193.8106,196.9118,60932.733848,82882.34106434998
2018-09-10T19:00:00+07:00,196.9331,197.0328,193,194.855,55199.031485,82053.09412924998
2018-09-10T23:00:00+07:00,194.8653,196.5657,187.1,195.4588,73596.589993,79427.53941624999
2018-09-11T03:00:00+07:00,195.4588,197.9402,192.5368,197.2893,54073.849723,77796.09142239999
2018-09-11T07:00:00+07:00,197.2839,199.2448,194.7541,195.2826,82104.84518,77836.79532334997
2018-09-11T11:00:00+07:00,195.3653,197.1182,191.8649,193.558,65945.241148,79439.84345969997
2018-09-11T15:00:00+07:00,193.558,194.8331,189.4113,190.7648,63703.36256558,80003.49108052897
2018-09-11T19:00:00+07:00,190.7648,191.5895,182.7711,184.4694,89435.075739,82463.18116682897
2018-09-11T23:00:00+07:00,184.4684,185.8866,176.02,182.8378,106306.004221,85917.18192687897
2018-09-12T03:00:00+07:00,182.8366,186.6342,180.307,185.1706,63631.778125,87467.35034822897
2018-09-12T07:00:00+07:00,185.1706,185.2173,174,176.9811,116005.437599,86336.16559652898
2018-09-12T11:00:00+07:00,177.2096,178,167.29,171.079,129187.2673623,87048.24127819398
2018-09-12T15:00:00+07:00,171.0038,175.0666,167.7263,170.7106,129113.824987,86139.33565659399
2018-09-12T19:00:00+07:00,170.6854,174.99,170.663,171.6161,96092.844815,88182.52346949399
2018-09-12T23:00:00+07:00,171.6161,182.37,170.4519,179.9877,99885.56364,86622.17185059398
2018-09-13T03:00:00+07:00,180.014,184.4667,178.9965,183.1335,61452.832239,83742.82314119398
2018-09-13T07:00:00+07:00,183.0512,192.6228,183.0512,189.4308,106280.674015,85428.46642844398
2018-09-13T11:00:00+07:00,189.4687,191.0626,186.3224,186.6092,64046.89797,83766.92237884397
2018-09-13T15:00:00+07:00,186.5831,195.2273,186.4941,195.0922,108252.867331,84493.22165009398
2018-09-13T19:00:00+07:00,195.0349,208.0516,195.0349,202.6703,175954.908376,90060.08151809398
2018-09-13T23:00:00+07:00,202.811,212.7521,201.2368,202.9761,130025.246598,93514.70715559399
2018-09-14T03:00:00+07:00,202.7734,214.96,200.9901,210.9484,89445.89429,95227.05029584399
2018-09-14T07:00:00+07:00,210.9483,223.91,208.5,218.4209,156375.080981,99365.974845244
2018-09-14T11:00:00+07:00,218.4209,220.5192,211.4102,212.3461,127449.443253,103034.75452174399
2018-09-14T15:00:00+07:00,212.7813,214.0162,203.28,208.4838,159901.378066,106924.581166044
2018-09-14T19:00:00+07:00,208.4228,209.3496,202.74,208.195,78584.721858,107556.55520154399
2018-09-14T23:00:00+07:00,208.1956,220.2517,208.1544,219.1493,122172.309595,110480.00255301497
2018-09-15T03:00:00+07:00,219.1514,221,208.4195,208.5175,77015.788692,109859.03820066496
2018-09-15T07:00:00+07:00,208.5175,216.06,208.1176,213.807,71266.094743,108107.04272676496
2018-09-15T11:00:00+07:00,213.8066,216.602,210.8,213.57,60428.318566,107946.86974881496
2018-09-15T15:00:00+07:00,213.4491,219.9547,213.4465,217.0028,76927.335823,105992.96466001496
2018-09-15T19:00:00+07:00,217.003,226.6,216.1694,224,167748.375986,107921.02009119994
2018-09-15T23:00:00+07:00,223.9246,227,222,224.2758,75842.661186,105257.46190114995
2018-09-16T03:00:00+07:00,224.2736,224.3002,218.5846,221.6066,44655.843115,102685.61181614995
2018-09-16T07:00:00+07:00,221.5968,222.5186,213.5,214.652,76820.230317,101532.34514999995
2018-09-16T11:00:00+07:00,214.652,216.6,207,214.002,107790.004099,103849.20374299996
2018-09-16T15:00:00+07:00,214.0669,221,213.3452,219.4347,76751.320233,102372.73605389995
2018-09-16T19:00:00+07:00,219.2512,220.6421,214.9601,217.5126,55494.457818,101945.11404629996
2018-09-16T23:00:00+07:00,217.4564,222.8633,215.3,222.1705,50797.350379,99072.33819869996
2018-09-17T03:00:00+07:00,222.1705,223.5,218.4583,220.1923,34629.588259,92006.07219284996
2018-09-17T07:00:00+07:00,220.1499,224.97,220.1499,222.9686,58423.60777,88425.99025144996
2018-09-17T11:00:00+07:00,222.7784,223.2,216.4536,218.243,104036.51926,89155.52149994996
2018-09-17T15:00:00+07:00,218.0674,222,212.8998,219.0932,115966.415198,87135.08821079995
2018-09-17T19:00:00+07:00,219.0959,219.2109,202.7477,206.3949,183046.268127,89914.92945449994
2018-09-17T23:00:00+07:00,206.2064,208.5405,195,197.4739,106093.197919,87224.52044714995
2018-09-18T03:00:00+07:00,197.4739,199.1218,192.3458,195.958,132427.450729,89916.65689069995
2018-09-18T07:00:00+07:00,196.1325,198.8258,194,194.7818,77658.099663,87690.94639409994
2018-09-18T11:00:00+07:00,194.7898,201.1,194.4235,200.2546,86960.611447,88188.18753184994
2018-09-18T15:00:00+07:00,200.191,200.8989,195.1,199.7022,83613.153408,88805.54046509994
2018-09-18T19:00:00+07:00,199.6071,214.785,198.38,211.4481,164552.293936,94011.73923359993
2018-09-18T23:00:00+07:00,211.5374,214.2192,206.1344,206.9293,63319.802946,93331.36258974993
2018-09-19T03:00:00+07:00,206.9292,211.5,205.5,208.2994,51410.62879,87514.47522994992
2018-09-19T07:00:00+07:00,208.2994,215.2903,207.3151,212.6896,63631.020809,86903.89321109992
2018-09-19T11:00:00+07:00,212.7439,213.5,209.5142,211.4997,42538.165904,86798.00935054991
2018-09-19T15:00:00+07:00,211.5742,212.8678,204.2751,205.2526,87644.787224,87339.23719589991
2018-09-19T19:00:00+07:00,205.2996,211.49,203,209.7362,82938.867119,86096.68034689991
2018-09-19T23:00:00+07:00,209.7393,212.8,198,209.6687,153769.887162,89947.6086933499
2018-09-20T03:00:00+07:00,209.5276,213.5,208.2585,209.6773,62315.564259,90288.6640153999
2018-09-20T07:00:00+07:00,209.8788,211.6761,208.2193,209.1182,39147.757382,89706.18436554991
2018-09-20T11:00:00+07:00,209.1196,209.5425,205.6791,209.0809,41801.78852,90064.7943785999
2018-09-20T15:00:00+07:00,209.1078,213,207.3296,212.2388,47599.044042,89523.5661921999
2018-09-20T19:00:00+07:00,212.4395,215.4125,209,210.3528,70122.052034,87827.8428308999
2018-09-20T23:00:00+07:00,210.3535,211.5,208.1772,210.3623,34806.111398,83769.8276408999
2018-09-21T03:00:00+07:00,210.3902,226.3521,206.5,224,153943.326442,82314.6805566499
2018-09-21T07:00:00+07:00,224,226.4815,220.715,222.7001,87042.477728,81362.1445470999
2018-09-21T11:00:00+07:00,222.7478,227.89,221.33,226.1202,78577.093348,78669.6266780499
2018-09-21T15:00:00+07:00,226.1202,230.2783,224.1812,228.1175,124250.002218,80999.2218057999
2018-09-21T19:00:00+07:00,228.1175,231.9999,224.3881,226.2666,117633.186583,82532.8505625999
2018-09-21T23:00:00+07:00,226.0468,251.7299,226.0084,246.8359,127519.545598,84728.1701720999
2018-09-22T03:00:00+07:00,246.915,249.9169,240.2441,247.8879,88694.252442,80935.2680973999
2018-09-22T07:00:00+07:00,247.9787,255,237.4795,241.7771,151737.372669,85356.1465835499
2018-09-22T11:00:00+07:00,241.96,244.2417,239.7839,241.0574,51508.289636,85361.0296258499
2018-09-22T15:00:00+07:00,241.0782,241.32,233,236.2437,99746.809624,87166.81906659991
2018-09-22T19:00:00+07:00,236.2593,242.7075,235.5102,239.3487,68630.490809,88471.43531184991
2018-09-22T23:00:00+07:00,239.4696,245.44,237.0534,242.1684,61200.09397,87149.20064914992
