time,open,high,low,close,volume,volume_ma
2018-08-07T07:00:00+07:00,406.7324,410.84,401.7242,409.0091,150784.974604,
2018-08-08T07:00:00+07:00,409.2656,409.86,356.813,366.8242,340009.719203,
2018-08-09T07:00:00+07:00,366.9716,367.81,347.0,362.6758,247233.197905,
2018-08-10T07:00:00+07:00,362.4745,369.5617,355.7015,360.33,196519.334445,
2018-08-11T07:00:00+07:00,360.33,360.71,303.5623,308.9507,322861.065055,
2018-08-12T07:00:00+07:00,308.9507,330.0,304.5978,321.74,241576.358382,
2018-08-13T07:00:00+07:00,321.71,325.8,296.0,300.5951,218053.333413,
2018-08-14T07:00:00+07:00,300.5546,303.0215,250.3136,260.0,679685.057069,
2018-08-15T07:00:00+07:00,259.948,295.47,253.0,293.3471,393128.024365,
2018-08-16T07:00:00+07:00,293.3471,304.0,277.0876,291.5193,396581.901413,
2018-08-17T07:00:00+07:00,291.5417,304.7,281.1237,295.6499,417018.363469,
2018-08-18T07:00:00+07:00,295.6499,321.0,284.0,290.4799,321159.668279,
2018-08-19T07:00:00+07:00,290.2682,306.5729,282.3588,300.4671,228922.025296,
2018-08-20T07:00:00+07:00,300.5314,303.9,282.1,286.2806,238017.48548,
2018-08-21T07:00:00+07:00,286.273,292.0,269.6023,275.4339,281471.881099,
2018-08-22T07:00:00+07:00,275.4748,298.9,271.0,275.9403,251083.159211,
2018-08-23T07:00:00+07:00,275.9403,277.548,259.5,271.9156,293672.934279,
2018-08-24T07:00:00+07:00,271.8384,279.98,270.0123,271.9955,226123.934459,
2018-08-25T07:00:00+07:00,271.9955,283.0,271.9013,279.8725,250163.807884,
2018-08-26T07:00:00+07:00,279.8959,280.6879,269.1787,273.7251,202639.323032,294835.27741710003
2018-08-27T07:00:00+07:00,273.7456,279.5,271.3834,277.1642,168646.464724,295728.3519231
2018-08-28T07:00:00+07:00,277.1394,292.1963,276.0257,288.5313,203606.810159,288908.2064709
2018-08-29T07:00:00+07:00,288.5204,298.8662,284.5783,286.8217,202071.161815,286650.10466639994
2018-08-30T07:00:00+07:00,286.89,292.2828,274.8,278.5609,229296.929713,288288.98442979995
2018-08-31T07:00:00+07:00,278.6198,286.5,272.2172,278.2436,201089.355195,282200.3989368
2018-09-01T07:00:00+07:00,278.2436,298.5774,277.8441,296.3154,279856.426219,284114.40232865
2018-09-02T07:00:00+07:00,296.2695,302.0,289.0,291.6234,301346.227133,288279.04701465
2018-09-03T07:00:00+07:00,291.6668,296.9,286.0329,289.7539,204458.863109,264517.73731665
2018-09-04T07:00:00+07:00,289.6602,293.1,283.0,289.5324,237491.802507,256735.92622375
2018-09-05T07:00:00+07:00,289.6288,289.9988,251.0,256.0639,465938.776304,260203.7699683
2018-09-06T07:00:00+07:00,256.0241,257.0528,210.1001,226.66,773786.065903,278042.15509
2018-09-07T07:00:00+07:00,226.6919,234.5944,213.05,216.0397,442149.726638,284091.65800794994
2018-09-08T07:00:00+07:00,216.063,221.1888,214.3399,216.3541,277701.128462,286530.61316624994
2018-09-09T07:00:00+07:00,216.35,216.6347,184.7084,201.5575,706228.314783,309941.1546314
2018-09-10T07:00:00+07:00,201.5575,203.8395,192.0343,194.855,444321.945487,318083.6578508
2018-09-11T07:00:00+07:00,194.8653,199.2448,182.7711,184.4694,428858.96434858,326972.44810767897
2018-09-12T07:00:00+07:00,184.4684,186.6342,167.29,171.6161,640337.1571093,344305.6592491939
2018-09-13T07:00:00+07:00,171.6161,208.0516,170.4519,202.6703,615873.743571,363793.14970479393
2018-09-14T07:00:00+07:00,202.811,223.91,200.9901,208.195,741781.765046,388374.047562894
2018-09-15T07:00:00+07:00,208.1956,226.6,208.1176,224.0,575558.223405,407019.9925815439
2018-09-16T07:00:00+07:00,223.9246,227.0,207.0,217.5126,437354.516768,420455.3951837439
2018-09-17T07:00:00+07:00,217.4564,224.97,202.7477,206.3949,546899.748993,437620.0421254439
2018-09-18T07:00:00+07:00,206.2064,214.785,192.3458,211.4481,651304.807102,460081.72438979393
2018-09-19T07:00:00+07:00,211.5374,215.2903,203.0,209.7362,391483.272792,468191.0415437439
2018-09-20T07:00:00+07:00,209.7393,215.4125,198.0,210.3528,414756.093399,478874.3784539439
2018-09-21T07:00:00+07:00,210.3535,231.9999,206.5,226.2666,596252.197717,494694.1670288439
2018-09-22T07:00:00+07:00,226.0468,255.0,226.0084,239.3487,587836.760778,509018.6937110939
2018-09-23T07:00:00+07:00,239.4696,249.6,235.9462,241.7103,323510.059739,514971.25354259385
2018-09-24T07:00:00+07:00,241.7103,246.2393,230.15,233.0491,354046.72311,520798.99957274384
2018-09-25T07:00:00+07:00,233.0504,237.3784,203.7016,210.2432,528170.139453,523910.5677301938
2018-09-26T07:00:00+07:00,210.2444,222.8841,206.0,219.9648,481119.513283,509277.2400991938
2018-09-27T07:00:00+07:00,219.9903,221.7426,210.2634,216.9692,364450.374655,505392.2725000439
2018-09-28T07:00:00+07:00,216.9692,235.0,216.9002,226.0436,452963.042643,514155.3682090938
2018-09-29T07:00:00+07:00,226.0406,239.4998,214.0,232.0792,588104.199514,508249.1624456438
2018-09-30T07:00:00+07:00,232.1083,239.0,228.6401,233.3503,351810.089485,503623.5696455439
2018-10-01T07:00:00+07:00,233.3396,236.0,224.556,227.8789,357398.302805,500050.5365683649
2018-10-02T07:00:00+07:00,227.8808,232.2057,226.0176,227.66,226814.875235,479374.4224746499
2018-10-03T07:00:00+07:00,227.7191,228.5,216.3583,221.6455,332471.977899,465204.3341910499
2018-10-04T07:00:00+07:00,221.6726,227.1287,216.622,224.5498,253191.920881,440774.8419827999
2018-10-05T07:00:00+07:00,224.4556,225.7681,219.5513,224.7388,253470.344937,424670.4480593999
2018-10-06T07:00:00+07:00,224.6772,232.1481,222.6,225.2952,218352.36677,413720.3405594999
2018-10-07T07:00:00+07:00,225.2121,226.4515,221.0369,223.5664,131589.872701,392954.8467448999
2018-10-08T07:00:00+07:00,223.5675,232.1,223.0,229.5339,245136.070297,372646.4099046499
2018-10-09T07:00:00+07:00,229.6726,232.0,226.6437,228.3039,212443.504201,363694.4214750999
2018-10-10T07:00:00+07:00,228.3063,229.3906,224.387,225.1729,174451.093358,351679.17147304985
2018-10-11T07:00:00+07:00,225.1829,228.0,195.0,201.0713,561471.663366,349940.14475549984
2018-10-12T07:00:00+07:00,201.0725,203.928,188.0858,199.3812,406780.6061551,340887.3370243549
2018-10-13T07:00:00+07:00,199.3845,202.9722,195.8648,201.0225,194220.213305,334422.84470265487
2018-10-14T07:00:00+07:00,201.0136,203.4531,199.65,202.0029,163444.855548,324892.7513245549
2018-10-15T07:00:00+07:00,202.0129,239.0,194.3394,216.65,673677.688188,332168.1287613049
2018-10-16T07:00:00+07:00,216.7278,219.49,209.2222,213.6641,218331.585245,319028.73235940485
2018-10-17T07:00:00+07:00,213.6384,217.7238,210.2739,213.7247,182114.719215,309911.94958740484
2018-10-18T07:00:00+07:00,213.7259,215.21,207.44,209.9146,146463.755564,294586.98523345485
2018-10-19T07:00:00+07:00,209.9146,210.0,200.0,206.0665,217034.471896,276033.4988525549
2018-10-20T07:00:00+07:00,206.0665,209.8386,203.3,207.4237,137815.120489,265333.75040275493
2018-10-21T07:00:00+07:00,207.3925,212.1858,206.8891,210.2178,131199.872467,254023.8288858549
2018-10-22T07:00:00+07:00,207.4708,209.12,205.085,206.1411,122140.767285,248790.1234883549
2018-10-23T07:00:00+07:00,206.4216,207.7992,202.8024,203.9053,142282.420664,239280.6456266049
2018-10-24T07:00:00+07:00,203.9152,207.6,203.9056,205.7554,139728.204714,233607.4598182549
2018-10-25T07:00:00+07:00,205.7454,206.7109,202.8408,204.114,135820.809029,227724.9830228549
2018-10-26T07:00:00+07:00,204.1142,209.0931,202.8,204.3112,159121.848581,224763.4571134049
2018-10-27T07:00:00+07:00,204.2889,205.8386,203.17,203.6849,100180.408798,223192.98391825487
2018-10-28T07:00:00+07:00,203.6835,205.74,203.2,204.9105,106264.485429,216249.4046748549
2018-10-29T07:00:00+07:00,204.9757,205.6,194.9001,198.3872,189119.685161,215083.21372285485
2018-10-30T07:00:00+07:00,198.4196,199.0,195.5001,197.5146,132702.32181,212995.77514545489
2018-10-31T07:00:00+07:00,197.4802,201.4641,192.777,199.4646,191361.615656,194490.27275995485
2018-11-01T07:00:00+07:00,199.4601,199.6,197.62,198.5,121676.022351,180235.04356974983
2018-11-02T07:00:00+07:00,198.4261,203.8145,198.2723,202.1646,163101.972148,178679.13151189982
2018-11-03T07:00:00+07:00,202.1624,203.0517,199.1054,199.8701,123847.126296,176699.24504929985
2018-11-04T07:00:00+07:00,199.8703,207.3426,198.9679,205.9002,167983.538227,151414.5375512498
2018-11-05T07:00:00+07:00,205.9648,218.9743,204.8231,211.5557,273243.09736768,154160.1131573838
2018-11-06T07:00:00+07:00,211.4812,218.55,207.5,217.2587,232924.014065,156700.57789988382
2018-11-07T07:00:00+07:00,217.1654,224.9574,214.69,218.1629,290310.961589,163892.93820113383
2018-11-08T07:00:00+07:00,218.1629,220.8141,213.7751,215.1234,189697.717934,162526.1005030338
2018-11-09T07:00:00+07:00,215.1245,215.9672,209.435,211.1099,200889.679753,165679.82846623383
2018-11-10T07:00:00+07:00,211.11,214.8922,209.0,214.0284,137217.603009,165980.71499333382
