time,open,high,low,close,volume,volume_ma
2021-07-15T22:00:00+07:00,1918.3,1929.99,1911.85,1913.54,1557.069071,2864.1421344500413
2021-07-15T23:00:00+07:00,1913.55,1918.43,1888.08,1904.01,3463.517481,2994.2117552500413
2021-07-16T00:00:00+07:00,1904.77,1908.54,1880.0,1899.92,3722.875325,3148.349617150041
2021-07-16T01:00:00+07:00,1899.63,1924.94,1896.34,1915.52,2717.392457,3219.940231600041
2021-07-16T02:00:00+07:00,1914.82,1930.76,1907.19,1917.27,1698.895334,3246.6547809500416
2021-07-16T03:00:00+07:00,1917.27,1931.23,1917.27,1926.32,1409.532524,3206.702388400042
2021-07-16T04:00:00+07:00,1926.32,1935.75,1915.36,1918.11,1011.282374,2966.3504485500416
2021-07-16T05:00:00+07:00,1918.04,1934.74,1911.37,1922.0,958.316002,2914.3832023500418
2021-07-16T06:00:00+07:00,1922.01,1929.0,1900.11,1919.17,1531.044275,2913.170296100042
2021-07-16T07:00:00+07:00,1919.63,1926.26,1896.02,1906.79,2553.761153,2854.1196384500417
2021-07-16T08:00:00+07:00,1907.13,1929.63,1906.79,1925.54,2274.116221,2884.4082211000414
2021-07-16T09:00:00+07:00,1925.52,1958.0,1925.52,1946.61,4041.841614,2992.8529348000416
2021-07-16T10:00:00+07:00,1946.74,1956.06,1944.36,1949.25,1204.316032,2949.3542685000416
2021-07-16T11:00:00+07:00,1949.25,1965.0,1941.57,1945.29,1224.19176,2882.315006100041
2021-07-16T12:00:00+07:00,1945.29,1949.83,1923.69,1928.93,1711.076552,2849.8325510000413
2021-07-16T13:00:00+07:00,1928.92,1928.93,1904.37,1907.63,2468.143231,2601.605324000041
2021-07-16T14:00:00+07:00,1907.89,1917.73,1897.02,1913.5,2493.590346,2535.7836439500416
2021-07-16T15:00:00+07:00,1912.51,1913.51,1855.0,1873.43,6711.611416,2458.114944100041
2021-07-16T16:00:00+07:00,1871.87,1879.7,1861.11,1871.03,2078.968385,2366.3327736500414
2021-07-16T17:00:00+07:00,1870.46,1875.94,1848.35,1867.17,5618.195432,2522.486849250042
2021-07-16T18:00:00+07:00,1866.91,1871.61,1850.43,1852.82,2463.397092,2567.803250300042
2021-07-16T19:00:00+07:00,1852.49,1895.49,1849.91,1890.6,5646.11187,2676.9329697500416
2021-07-16T20:00:00+07:00,1890.44,1917.62,1889.99,1898.24,4781.202594,2729.8493332000417
2021-07-16T21:00:00+07:00,1898.27,1915.33,1893.47,1908.24,2695.284692,2728.7439449500416
